userId,dataset,method,position,value,time
3,20210729,Rainbow2,1,C,8.453
3,20210718,Ours,1,C,3.694
3,20210709,Rainbow,1,D,6.211
3,20210718,Rainbow,1,D,4.125
3,20210729,OMC,1,B,6.082
3,20210701,OMC,1,C,5.853
3,20210709,Viridis,1,D,4.947
3,20210729,Rainbow,1,D,10.407
3,20210701,Viridis2,1,A,2.461
3,20210701,Rainbow2,1,A,4.025
3,20210709,Rainbow2,1,B,6.919
4,20210701,Viridis,1,A,3.831
4,20210701,Rainbow,1,C,11.767
4,20210709,Ours,1,B,7.359
4,20210729,Ours,1,D,6.431
4,20210718,Rainbow2,1,B,3.815
4,20210709,Viridis2,1,D,7.559
4,20210709,OMC,1,B,16.144
4,20210729,Viridis,1,B,9.686
4,20210718,Viridis,1,B,8.839
4,20210718,OMC,1,C,5.639
4,20210729,Viridis2,1,C,4.399
4,20210718,Viridis2,1,A,6.007
4,20210701,Ours,1,A,4.319
4,20210729,Rainbow2,1,C,4.719
4,20210718,Ours,1,C,4.159
4,20210709,Rainbow,1,D,5.543
4,20210718,Rainbow,1,D,3.503
4,20210729,OMC,1,B,10.799
4,20210701,OMC,1,C,5.247
4,20210709,Viridis,1,D,10.383
4,20210729,Rainbow,1,B,14.183
4,20210701,Viridis2,1,A,2.711
4,20210701,Rainbow2,1,A,4.255
4,20210709,Rainbow2,1,B,3.928
5,20210701,Viridis,1,A,7.465
5,20210701,Rainbow,1,C,7.351
5,20210709,Ours,1,D,12.162
5,20210729,Ours,1,D,10.583
5,20210718,Rainbow2,1,B,11.182
5,20210709,Viridis2,1,D,10.597
5,20210709,OMC,1,B,6.413
5,20210729,Viridis,1,B,13.131
5,20210718,Viridis,1,C,8.25
5,20210718,OMC,1,C,9.313
5,20210729,Viridis2,1,C,10.033
5,20210718,Viridis2,1,A,11.065
5,20210701,Ours,1,A,10.347
5,20210729,Rainbow2,1,D,22.137
5,20210718,Ours,1,C,7.197
5,20210709,Rainbow,1,C,2.08
5,20210718,Rainbow,1,A,2.517
5,20210729,OMC,1,B,3.627
5,20210701,OMC,1,D,3.333
5,20210709,Viridis,1,D,2.566
5,20210729,Rainbow,1,B,6.932
5,20210701,Viridis2,1,A,3.614
5,20210701,Rainbow2,1,A,2.097
5,20210709,Rainbow2,1,B,9.399
6,20210701,Viridis,1,B,10.256
6,20210701,Rainbow,1,D,5.896
6,20210709,Ours,1,B,7.937
6,20210729,Ours,1,D,6.157
6,20210718,Rainbow2,1,B,5.389
6,20210709,Viridis2,1,B,5.742
6,20210709,OMC,1,D,4.708
6,20210729,Viridis,1,C,6.62
6,20210718,Viridis,1,D,4.518
6,20210718,OMC,1,C,5.14
6,20210729,Viridis2,1,C,4.738
6,20210718,Viridis2,1,B,5.3
6,20210701,Ours,1,A,6.92
6,20210729,Rainbow2,1,C,8.41
6,20210718,Ours,1,D,5.315
6,20210709,Rainbow,1,D,5.919
6,20210718,Rainbow,1,B,8.216
6,20210729,OMC,1,B,4.334
6,20210701,OMC,1,D,4.13
6,20210709,Viridis,1,D,3.628
6,20210729,Rainbow,1,C,4.425
6,20210701,Viridis2,1,A,5.379
6,20210701,Rainbow2,1,A,5.877
6,20210709,Rainbow2,1,D,6.898
7,20210701,Viridis,1,D,6.328
7,20210701,Rainbow,1,A,3.493
7,20210709,Ours,1,B,3.389
7,20210729,Ours,1,D,5.245
7,20210718,Rainbow2,1,B,9.913
7,20210709,Viridis2,1,D,3.629
7,20210709,OMC,1,C,3.823
7,20210729,Viridis,1,A,3.855
7,20210718,Viridis,1,B,4.742
7,20210718,OMC,1,C,2.965
7,20210729,Viridis2,1,C,5.711
7,20210718,Viridis2,1,B,4.408
7,20210701,Ours,1,B,5.103
7,20210729,Rainbow2,1,A,3.616
7,20210718,Ours,1,C,4.06
7,20210709,Rainbow,1,A,3.028
7,20210718,Rainbow,1,C,4.027
7,20210729,OMC,1,B,5.907
7,20210701,OMC,1,C,4.244
7,20210709,Viridis,1,C,3.235
7,20210729,Rainbow,1,D,7.666
7,20210701,Viridis2,1,B,4.232
7,20210701,Rainbow2,1,A,3.999
7,20210709,Rainbow2,1,B,2.824
8,20210701,Viridis,1,A,5.703
8,20210701,Rainbow,1,B,11.082
8,20210709,Ours,1,B,5.263
8,20210729,Ours,1,D,7.356
8,20210718,Rainbow2,1,B,5.987
8,20210709,Viridis2,1,B,10.084
8,20210709,OMC,1,D,4.729
8,20210729,Viridis,1,C,12.388
8,20210718,Viridis,1,B,5.659
8,20210718,OMC,1,C,5.813
8,20210729,Viridis2,1,C,5.604
8,20210718,Viridis2,1,A,4.323
8,20210701,Ours,1,A,6.454
8,20210729,Rainbow2,1,C,10.57
8,20210718,Ours,1,C,5.105
8,20210709,Rainbow,1,D,4.485
8,20210718,Rainbow,1,D,4.491
8,20210729,OMC,1,C,4.927
8,20210701,OMC,1,C,4.782
8,20210709,Viridis,1,C,6.592
8,20210729,Rainbow,1,A,6.948
8,20210701,Viridis2,1,A,4.754
8,20210701,Rainbow2,1,A,3.482
8,20210709,Rainbow2,1,B,4.305
9,20210701,Viridis,1,A,5.053
9,20210701,Rainbow,1,C,7.754
9,20210709,Ours,1,B,11.512
9,20210729,Ours,1,D,14.482
9,20210718,Rainbow2,1,B,7.58
9,20210709,Viridis2,1,B,7.839
9,20210709,OMC,1,D,9.759
9,20210729,Viridis,1,D,14.51
9,20210718,Viridis,1,B,11.25
9,20210718,OMC,1,C,10.193
9,20210729,Viridis2,1,C,6.381
9,20210718,Viridis2,1,A,7.928
9,20210701,Ours,1,A,7.994
9,20210729,Rainbow2,1,C,9.638
9,20210718,Ours,1,C,6.41
9,20210709,Rainbow,1,D,5.707
9,20210718,Rainbow,1,D,6.119
9,20210729,OMC,1,B,8.047
9,20210701,OMC,1,C,7.634
9,20210709,Viridis,1,D,19.02
9,20210729,Rainbow,1,A,9.735
9,20210701,Viridis2,1,A,4.319
9,20210701,Rainbow2,1,A,9.48
9,20210709,Rainbow2,1,B,5.098
10,20210701,Viridis,1,A,7.967
10,20210701,Rainbow,1,C,10.223
10,20210709,Ours,1,B,4.054
10,20210729,Ours,1,D,5.624
10,20210718,Rainbow2,1,B,7.632
10,20210709,Viridis2,1,D,6.08
10,20210709,OMC,1,B,10.159
10,20210729,Viridis,1,A,12.279
10,20210718,Viridis,1,C,11.088
10,20210718,OMC,1,C,4.882
10,20210729,Viridis2,1,C,6.412
10,20210718,Viridis2,1,B,5.056
10,20210701,Ours,1,A,7.631
10,20210729,Rainbow2,1,C,5.191
10,20210718,Ours,1,C,8.056
10,20210709,Rainbow,1,D,4.232
10,20210718,Rainbow,1,B,4.559
10,20210729,OMC,1,B,4.11
10,20210701,OMC,1,C,13.863
10,20210709,Viridis,1,C,36.225
10,20210729,Rainbow,1,B,2.27
10,20210701,Viridis2,1,A,2.648
10,20210701,Rainbow2,1,B,5.447
10,20210709,Rainbow2,1,B,3.392
11,20210701,Viridis,1,D,16.425
11,20210701,Rainbow,1,B,18.729
11,20210709,Ours,1,B,6.59
11,20210729,Ours,1,D,7.518
11,20210718,Rainbow2,1,B,7.429
11,20210709,Viridis2,1,D,7.291
11,20210709,OMC,1,D,15.456
11,20210729,Viridis,1,D,14.564
11,20210718,Viridis,1,D,9.811
11,20210718,OMC,1,C,6.971
11,20210729,Viridis2,1,B,10.158
11,20210718,Viridis2,1,A,7.305
11,20210701,Ours,1,A,12.077
11,20210729,Rainbow2,1,C,13.368
11,20210718,Ours,1,B,13.295
11,20210709,Rainbow,1,D,10.811
11,20210718,Rainbow,1,B,8.897
11,20210729,OMC,1,D,5.917
11,20210701,OMC,1,C,16.688
11,20210709,Viridis,1,D,7.658
11,20210729,Rainbow,1,C,6.354
11,20210701,Viridis2,1,A,7.809
11,20210701,Rainbow2,1,B,8.173
11,20210709,Rainbow2,1,B,9.449
12,20210701,Viridis,1,A,10.33
12,20210701,Rainbow,1,A,18.998
12,20210709,Ours,1,B,6.89
12,20210729,Ours,1,D,8.079
12,20210718,Rainbow2,1,B,6.028
12,20210709,Viridis2,1,D,20.106
12,20210709,OMC,1,B,12.256
12,20210729,Viridis,1,A,23.697
12,20210718,Viridis,1,B,10.37
12,20210718,OMC,1,C,10.575
12,20210729,Viridis2,1,C,9.96
12,20210718,Viridis2,1,A,9.6
12,20210701,Ours,1,A,7.155
12,20210729,Rainbow2,1,C,7.969
12,20210718,Ours,1,C,8.479
12,20210709,Rainbow,1,D,9.689
12,20210718,Rainbow,1,D,12.279
12,20210729,OMC,1,B,19.065
12,20210701,OMC,1,C,10.742
12,20210709,Viridis,1,C,10.082
12,20210729,Rainbow,1,D,11.13
12,20210701,Viridis2,1,A,7.212
12,20210701,Rainbow2,1,A,7.519
12,20210709,Rainbow2,1,B,7.651
13,20210701,Viridis,1,A,7.522
13,20210701,Rainbow,1,A,14.476
13,20210709,Ours,1,B,6.481
13,20210729,Ours,1,D,6.729
13,20210718,Rainbow2,1,B,6.487
13,20210709,Viridis2,1,D,17.46
13,20210709,OMC,1,B,17.662
13,20210729,Viridis,1,A,13.332
13,20210718,Viridis,1,B,7.953
13,20210718,OMC,1,C,8.222
13,20210729,Viridis2,1,C,5.219
13,20210718,Viridis2,1,A,5.84
13,20210701,Ours,1,A,6.156
13,20210729,Rainbow2,1,C,7.027
13,20210718,Ours,1,C,4.238
13,20210709,Rainbow,1,D,6.417
13,20210718,Rainbow,1,B,9.472
13,20210729,OMC,1,B,10.024
13,20210701,OMC,1,C,5.596
13,20210709,Viridis,1,C,6.473
13,20210729,Rainbow,1,A,9.728
13,20210701,Viridis2,1,A,4.875
13,20210701,Rainbow2,1,A,6.932
13,20210709,Rainbow2,1,B,4.491
14,20210701,Viridis,1,A,4.29
14,20210701,Rainbow,1,C,18.746
14,20210709,Ours,1,B,8.396
14,20210729,Ours,1,D,4.569
14,20210718,Rainbow2,1,B,4.496
14,20210709,Viridis2,1,B,6.266
14,20210709,OMC,1,B,8.714
14,20210729,Viridis,1,B,8.441
14,20210718,Viridis,1,B,7.527
14,20210718,OMC,1,D,11.182
14,20210729,Viridis2,1,C,6.414
14,20210718,Viridis2,1,A,5.445
14,20210701,Ours,1,A,5.56
14,20210729,Rainbow2,1,C,3.622
14,20210718,Ours,1,C,4.784
14,20210709,Rainbow,1,D,3.293
14,20210718,Rainbow,1,C,3.686
14,20210729,OMC,1,B,5.738
14,20210701,OMC,1,D,3.275
14,20210709,Viridis,1,B,9.199
14,20210729,Rainbow,1,A,4.907
14,20210701,Viridis2,1,A,6.75
14,20210701,Rainbow2,1,B,6.849
14,20210709,Rainbow2,1,B,4.067
15,20210701,Viridis,1,A,14.593
15,20210701,Rainbow,1,B,17.998
15,20210709,Ours,1,B,9.284
15,20210729,Ours,1,D,10.175
15,20210718,Rainbow2,1,B,15.398
15,20210709,Viridis2,1,D,16.358
15,20210709,OMC,1,C,13.318
15,20210729,Viridis,1,C,15.681
15,20210718,Viridis,1,D,5.562
15,20210718,OMC,1,C,2.147
15,20210729,Viridis2,1,C,11.64
15,20210718,Viridis2,1,A,17.623
15,20210701,Ours,1,A,10.726
15,20210729,Rainbow2,1,D,20.791
15,20210718,Ours,1,C,24.415
15,20210709,Rainbow,1,D,15.612
15,20210718,Rainbow,1,D,87.383
15,20210729,OMC,1,B,8.089
15,20210701,OMC,1,C,8.324
15,20210709,Viridis,1,C,10.053
15,20210729,Rainbow,1,D,14.038
15,20210701,Viridis2,1,A,5.998
15,20210701,Rainbow2,1,A,9.862
15,20210709,Rainbow2,1,B,8.141
16,20210701,Viridis,1,A,65.88
16,20210701,Rainbow,1,C,14.923
16,20210709,Ours,1,B,19.551
16,20210729,Ours,1,D,28.327
16,20210718,Rainbow2,1,B,11.012
16,20210709,Viridis2,1,B,11.826
16,20210709,OMC,1,B,22.451
16,20210729,Viridis,1,C,20.028
16,20210718,Viridis,1,B,15.365
16,20210718,OMC,1,C,9.964
16,20210729,Viridis2,1,C,10.908
16,20210718,Viridis2,1,B,8.232
16,20210701,Ours,1,A,9.899
16,20210729,Rainbow2,1,C,9.904
16,20210718,Ours,1,C,7.62
16,20210709,Rainbow,1,D,9.286
16,20210718,Rainbow,1,D,13.239
16,20210729,OMC,1,B,10.145
16,20210701,OMC,1,C,8.706
16,20210709,Viridis,1,D,17.017
16,20210729,Rainbow,1,B,21.648
16,20210701,Viridis2,1,A,53.537
16,20210701,Rainbow2,1,A,12.743
16,20210709,Rainbow2,1,B,8.382
17,20210701,Viridis,1,D,7.413
17,20210701,Rainbow,1,D,141.856
17,20210709,Ours,1,D,6.357
17,20210729,Ours,1,A,8.256
17,20210718,Rainbow2,1,D,23.989
17,20210709,Viridis2,1,A,8.894
17,20210709,OMC,1,D,4.801
17,20210729,Viridis,1,A,5.022
17,20210718,Viridis,1,B,6.123
17,20210718,OMC,1,C,6.181
17,20210729,Viridis2,1,C,9.979
17,20210718,Viridis2,1,B,8.611
17,20210701,Ours,1,B,10.142
17,20210729,Rainbow2,1,A,12.764
17,20210718,Ours,1,C,4.594
17,20210709,Rainbow,1,C,7.711
17,20210718,Rainbow,1,C,8.148
17,20210729,OMC,1,A,4.667
17,20210701,OMC,1,C,6.461
17,20210709,Viridis,1,C,5.125
17,20210729,Rainbow,1,B,5.155
17,20210701,Viridis2,1,B,5.201
17,20210701,Rainbow2,1,D,6.455
17,20210709,Rainbow2,1,C,8.054
18,20210701,Viridis,1,A,5.504
18,20210701,Rainbow,1,C,6.325
18,20210709,Ours,1,B,12.768
18,20210729,Ours,1,D,31.566
18,20210718,Rainbow2,1,B,85.359
18,20210709,Viridis2,1,D,6.028
18,20210709,OMC,1,D,7.229
18,20210729,Viridis,1,C,7.353
18,20210718,Viridis,1,B,7.133
18,20210718,OMC,1,C,13.021
18,20210729,Viridis2,1,C,6.708
18,20210718,Viridis2,1,A,6.171
18,20210701,Ours,1,A,6.988
18,20210729,Rainbow2,1,C,4.472
18,20210718,Ours,1,C,4.045
18,20210709,Rainbow,1,D,6.408
18,20210718,Rainbow,1,D,6.999
18,20210729,OMC,1,B,6.261
18,20210701,OMC,1,C,6.152
18,20210709,Viridis,1,C,6.874
18,20210729,Rainbow,1,A,4.771
18,20210701,Viridis2,1,A,5.784
18,20210701,Rainbow2,1,B,9.358
18,20210709,Rainbow2,1,B,6.365
19,20210701,Viridis,1,A,10.514
19,20210701,Rainbow,1,C,18.451
19,20210709,Ours,1,B,13.757
19,20210729,Ours,1,D,48.095
19,20210718,Rainbow2,1,B,20.665
19,20210709,Viridis2,1,D,13.144
19,20210709,OMC,1,D,29.641
19,20210729,Viridis,1,C,12.871
19,20210718,Viridis,1,B,19.162
19,20210718,OMC,1,C,10.551
19,20210729,Viridis2,1,C,9.34
19,20210718,Viridis2,1,A,7.831
19,20210701,Ours,1,A,23.586
19,20210729,Rainbow2,1,C,20.831
19,20210718,Ours,1,C,14.998
19,20210709,Rainbow,1,D,8.297
19,20210718,Rainbow,1,B,13.374
19,20210729,OMC,1,B,8.766
19,20210701,OMC,1,C,23.63
19,20210709,Viridis,1,C,11.576
19,20210729,Rainbow,1,A,36.174
19,20210701,Viridis2,1,A,6
19,20210701,Rainbow2,1,A,12.986
19,20210709,Rainbow2,1,B,15.564
20,20210701,Viridis,1,A,37.691
20,20210701,Rainbow,1,C,20.636
20,20210709,Ours,1,B,13.871
20,20210729,Ours,1,D,19.062
20,20210718,Rainbow2,1,B,20.948
20,20210709,Viridis2,1,B,24.018
20,20210709,OMC,1,D,65.467
20,20210729,Viridis,1,B,22.272
20,20210718,Viridis,1,B,17.004
20,20210718,OMC,1,A,14.661
20,20210729,Viridis2,1,C,17.432
20,20210718,Viridis2,1,A,12.22
20,20210701,Ours,1,A,22.559
20,20210729,Rainbow2,1,C,13.542
20,20210718,Ours,1,C,21.452
20,20210709,Rainbow,1,D,20.684
20,20210718,Rainbow,1,D,12.022
20,20210729,OMC,1,C,10.95
20,20210701,OMC,1,C,25.255
20,20210709,Viridis,1,D,26.424
20,20210729,Rainbow,1,D,20.157
20,20210701,Viridis2,1,A,8.142
20,20210701,Rainbow2,1,A,35.557
20,20210709,Rainbow2,1,B,12.705
21,20210701,Viridis,1,A,6.567
21,20210701,Rainbow,1,C,3.779
21,20210709,Ours,1,B,5.329
21,20210729,Ours,1,D,6.076
21,20210718,Rainbow2,1,B,5.763
21,20210709,Viridis2,1,D,4.224
21,20210709,OMC,1,C,4.288
21,20210729,Viridis,1,C,5.491
21,20210718,Viridis,1,B,4.426
21,20210718,OMC,1,C,3.876
21,20210729,Viridis2,1,C,7.433
21,20210718,Viridis2,1,A,4.64
21,20210701,Ours,1,A,4.631
21,20210729,Rainbow2,1,C,5.413
21,20210718,Ours,1,C,8.967
21,20210709,Rainbow,1,D,4.074
21,20210718,Rainbow,1,B,5.973
21,20210729,OMC,1,C,6.68
21,20210701,OMC,1,C,4.228
21,20210709,Viridis,1,C,3.909
21,20210729,Rainbow,1,D,4.531
21,20210701,Viridis2,1,A,4.843
21,20210701,Rainbow2,1,A,4.51
21,20210709,Rainbow2,1,B,3.91
22,20210701,Viridis,1,A,3.031
22,20210701,Rainbow,1,C,5.367
22,20210709,Ours,1,B,4.104
22,20210729,Ours,1,D,4.239
22,20210718,Rainbow2,1,B,3.367
22,20210709,Viridis2,1,B,7.831
22,20210709,OMC,1,B,3.776
22,20210729,Viridis,1,C,4.224
22,20210718,Viridis,1,C,3.4
22,20210718,OMC,1,A,4.28
22,20210729,Viridis2,1,C,6.376
22,20210718,Viridis2,1,B,3.624
22,20210701,Ours,1,A,4.151
22,20210729,Rainbow2,1,A,6.928
22,20210718,Ours,1,C,3.568
22,20210709,Rainbow,1,D,3.256
22,20210718,Rainbow,1,D,3.319
22,20210729,OMC,1,C,4.024
22,20210701,OMC,1,C,3.28
22,20210709,Viridis,1,D,4.664
22,20210729,Rainbow,1,A,3.159
22,20210701,Viridis2,1,A,1.784
22,20210701,Rainbow2,1,A,5.944
22,20210709,Rainbow2,1,B,2.423
23,20210701,Viridis,1,D,29.626
23,20210701,Rainbow,1,A,5.969
23,20210709,Ours,1,A,4.039
23,20210729,Ours,1,D,6.213
23,20210718,Rainbow2,1,D,5.765
23,20210709,Viridis2,1,A,4.351
23,20210709,OMC,1,A,4.576
23,20210729,Viridis,1,A,4.39
23,20210718,Viridis,1,B,3.393
23,20210718,OMC,1,C,3.483
23,20210729,Viridis2,1,D,9.263
23,20210718,Viridis2,1,B,6.598
23,20210701,Ours,1,B,31.378
23,20210729,Rainbow2,1,A,2.371
23,20210718,Ours,1,C,4.679
23,20210709,Rainbow,1,A,5.185
23,20210718,Rainbow,1,D,8.503
23,20210729,OMC,1,A,4.672
23,20210701,OMC,1,C,4.492
23,20210709,Viridis,1,C,2.3
23,20210729,Rainbow,1,A,4.269
23,20210701,Viridis2,1,B,4.738
23,20210701,Rainbow2,1,D,5.145
23,20210709,Rainbow2,1,A,6.87
24,20210701,Viridis,1,A,4.222
24,20210701,Rainbow,1,C,4.497
24,20210709,Ours,1,B,5.011
24,20210729,Ours,1,D,5.221
24,20210718,Rainbow2,1,B,2.746
24,20210709,Viridis2,1,B,4.159
24,20210709,OMC,1,B,3.17
24,20210729,Viridis,1,B,5.741
24,20210718,Viridis,1,B,4.234
24,20210718,OMC,1,C,4.741
24,20210729,Viridis2,1,C,2.918
24,20210718,Viridis2,1,A,3.2
24,20210701,Ours,1,A,4.345
24,20210729,Rainbow2,1,C,5.426
24,20210718,Ours,1,C,4.143
24,20210709,Rainbow,1,D,4.938
24,20210718,Rainbow,1,D,6.916
24,20210729,OMC,1,B,9.355
24,20210701,OMC,1,C,4.078
24,20210709,Viridis,1,C,3.096
24,20210729,Rainbow,1,B,3.472
24,20210701,Viridis2,1,A,4.439
24,20210701,Rainbow2,1,A,4.89
24,20210709,Rainbow2,1,B,3.127
25,20210701,Viridis,1,C,4.671
25,20210701,Rainbow,1,A,2.597
25,20210709,Ours,1,A,3.048
25,20210729,Ours,1,D,3.43
25,20210718,Rainbow2,1,D,3.89
25,20210709,Viridis2,1,A,3.425
25,20210709,OMC,1,C,3.122
25,20210729,Viridis,1,A,89.598
25,20210718,Viridis,1,B,2.661
25,20210718,OMC,1,C,1.997
25,20210729,Viridis2,1,D,4.386
25,20210718,Viridis2,1,B,3.311
25,20210701,Ours,1,B,9.417
25,20210729,Rainbow2,1,A,2.114
25,20210718,Ours,1,C,8.553
25,20210709,Rainbow,1,A,1.934
25,20210718,Rainbow,1,D,2.178
25,20210729,OMC,1,C,3.723
25,20210701,OMC,1,C,3.287
25,20210709,Viridis,1,C,3.942
25,20210729,Rainbow,1,B,2.558
25,20210701,Viridis2,1,B,4.359
25,20210701,Rainbow2,1,D,3.83
25,20210709,Rainbow2,1,C,3.002
26,20210701,Viridis,1,A,11.924
26,20210701,Rainbow,1,C,51.611
26,20210709,Ours,1,B,16.746
26,20210729,Ours,1,D,14.022
26,20210718,Rainbow2,1,B,11.315
26,20210709,Viridis2,1,D,26.401
26,20210709,OMC,1,B,15.018
26,20210729,Viridis,1,C,18.166
26,20210718,Viridis,1,B,12.77
26,20210718,OMC,1,C,10.331
26,20210729,Viridis2,1,C,8.4
26,20210718,Viridis2,1,A,23.515
26,20210701,Ours,1,A,9.429
26,20210729,Rainbow2,1,C,14.103
26,20210718,Ours,1,C,7.412
26,20210709,Rainbow,1,D,10.238
26,20210718,Rainbow,1,C,12.322
26,20210729,OMC,1,B,13.568
26,20210701,OMC,1,C,11.408
26,20210709,Viridis,1,B,10.992
26,20210729,Rainbow,1,D,11.66
26,20210701,Viridis2,1,A,8.082
26,20210701,Rainbow2,1,A,8.589
26,20210709,Rainbow2,1,B,8.927
27,20210701,Viridis,1,A,10.245
27,20210701,Rainbow,1,B,17.591
27,20210709,Ours,1,B,27.963
27,20210729,Ours,1,D,13.595
27,20210718,Rainbow2,1,B,8.508
27,20210709,Viridis2,1,D,14.138
27,20210709,OMC,1,D,52.991
27,20210729,Viridis,1,C,20.658
27,20210718,Viridis,1,D,16.037
27,20210718,OMC,1,C,12.989
27,20210729,Viridis2,1,C,11.437
27,20210718,Viridis2,1,C,16.313
27,20210701,Ours,1,A,11.053
27,20210729,Rainbow2,1,C,27.077
27,20210718,Ours,1,C,12.011
27,20210709,Rainbow,1,D,10.435
27,20210718,Rainbow,1,B,9.133
27,20210729,OMC,1,B,27.926
27,20210701,OMC,1,C,13.51
27,20210709,Viridis,1,A,32.523
27,20210729,Rainbow,1,B,27.579
27,20210701,Viridis2,1,A,9.907
27,20210701,Rainbow2,1,A,11.231
27,20210709,Rainbow2,1,B,9.987
28,20210701,Viridis,1,A,10.388
28,20210701,Rainbow,1,C,7.225
28,20210709,Ours,1,B,26.316
28,20210729,Ours,1,D,11.37
28,20210718,Rainbow2,1,B,8.07
28,20210709,Viridis2,1,D,19.636
28,20210709,OMC,1,D,16.048
28,20210729,Viridis,1,B,17.428
28,20210718,Viridis,1,B,8.902
28,20210718,OMC,1,D,11.075
28,20210729,Viridis2,1,C,12.945
28,20210718,Viridis2,1,A,7.125
28,20210701,Ours,1,A,9.5
28,20210729,Rainbow2,1,C,12.255
28,20210718,Ours,1,C,21.505
28,20210709,Rainbow,1,D,10.71
28,20210718,Rainbow,1,D,13.944
28,20210729,OMC,1,B,11.15
28,20210701,OMC,1,C,9.888
28,20210709,Viridis,1,B,10.056
28,20210729,Rainbow,1,B,12.565
28,20210701,Viridis2,1,A,7
28,20210701,Rainbow2,1,B,14.29
28,20210709,Rainbow2,1,B,9.728
29,20210701,Viridis,1,A,3.594
29,20210701,Rainbow,1,C,6.985
29,20210709,Ours,1,B,4.843
29,20210729,Ours,1,D,4.246
29,20210718,Rainbow2,1,B,3.278
29,20210709,Viridis2,1,B,7.768
29,20210709,OMC,1,B,6.804
29,20210729,Viridis,1,B,8.839
29,20210718,Viridis,1,B,4.929
29,20210718,OMC,1,C,8.002
29,20210729,Viridis2,1,C,4.016
29,20210718,Viridis2,1,A,3.905
29,20210701,Ours,1,A,4.243
29,20210729,Rainbow2,1,C,4.228
29,20210718,Ours,1,C,3.615
29,20210709,Rainbow,1,D,3.732
29,20210718,Rainbow,1,D,3.45
29,20210729,OMC,1,C,4.891
29,20210701,OMC,1,C,3.806
29,20210709,Viridis,1,C,6.768
29,20210729,Rainbow,1,A,4.042
29,20210701,Viridis2,1,A,3.548
29,20210701,Rainbow2,1,A,4.4
29,20210709,Rainbow2,1,B,2.63
30,20210701,Viridis,1,A,4.003
30,20210701,Rainbow,1,C,8.963
30,20210709,Ours,1,B,12.175
30,20210729,Ours,1,D,20.987
30,20210718,Rainbow2,1,B,4.374
30,20210709,Viridis2,1,B,90.811
30,20210709,OMC,1,B,9.729
30,20210729,Viridis,1,C,11.327
30,20210718,Viridis,1,B,12.437
30,20210718,OMC,1,C,16.819
30,20210729,Viridis2,1,C,13.049
30,20210718,Viridis2,1,A,16.26
30,20210701,Ours,1,A,8.607
30,20210729,Rainbow2,1,C,8.438
30,20210718,Ours,1,C,25.823
30,20210709,Rainbow,1,D,20.011
30,20210718,Rainbow,1,C,7.901
30,20210729,OMC,1,B,7.721
30,20210701,OMC,1,C,7.575
30,20210709,Viridis,1,C,5.869
30,20210729,Rainbow,1,D,13.201
30,20210701,Viridis2,1,A,6.858
30,20210701,Rainbow2,1,A,5.467
30,20210709,Rainbow2,1,B,6.633
